subj_id,seed,date,computer,block,block_type,trial,proposition_id,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT113,113,2015_Nov_12_1416,LL-George,1,test,21,chicken:visual:yes:3,does-it-have-a-beak,chicken,nomask,prompt,,yes,yes,478.082998568,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,22,donkey:visual:no:3,does-it-have-stripes,donkey,nomask,prompt,,no,no,350.906646607,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,23,pig:visual:no:2,does-it-have-wings,pig,nomask,prompt,,no,no,465.485972178,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,24,deer:visual:yes:4,does-it-have-hooves,deer,mask,pic,deer,yes,yes,640.714114241,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,25,grasshopper:nonvisual:no:3,does-it-taste-good,grasshopper,nomask,prompt,,no,no,656.274826761,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,26,lion:nonvisual:yes:5,does-it-roar,lion,nomask,prompt,,yes,yes,480.075220461,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,27,strawberry:visual:yes:1,is-it-red,strawberry,mask,prompt,,yes,yes,470.542387528,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,28,carrot:visual:yes:4,does-it-have-a-pointed-end,carrot,mask,prompt,,yes,yes,376.224253007,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,29,train:nonvisual:yes:2,is-it-used-for-transportation,train,mask,prompt,,yes,yes,385.865595454,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,30,jacket:visual:no:3,is-it-tall,jacket,mask,prompt,,no,no,626.332602464,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,31,pig:visual:yes:5,is-it-muddy,pig,mask,pic,pig,yes,no,1217.18931549,0
MDT113,113,2015_Nov_12_1416,LL-George,1,test,32,alligator:visual:no:5,is-it-made-of-metal,alligator,nomask,pic,strawberry,no,no,735.743802317,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,33,chair:visual:yes:2,is-it-made-of-wood,chair,mask,prompt,,yes,yes,1370.97546532,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,34,grasshopper:nonvisual:yes:1,is-it-an-insect,grasshopper,nomask,prompt,,yes,yes,478.594497705,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,35,alligator:nonvisual:yes:2,is-it-a-reptile,alligator,nomask,prompt,,yes,yes,596.425907846,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,36,camel:nonvisual:yes:2,does-it-drink-water,camel,mask,pic,camel,yes,yes,751.315077694,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,37,tiger:nonvisual:yes:1,is-it-a-carnivore,tiger,nomask,prompt,,yes,yes,509.890370187,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,38,banana:visual:no:4,does-it-have-hooves,banana,mask,prompt,,no,no,354.730726758,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,39,dog:nonvisual:no:5,does-it-lay-eggs,dog,mask,pic,tiger,no,no,1119.69495703,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,40,banana:nonvisual:no:4,is-it-a-container,banana,mask,prompt,,no,no,551.849623094,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,41,apple:visual:yes:4,is-it-round,apple,nomask,prompt,,yes,yes,509.112558619,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,42,table:visual:yes:3,does-it-have-legs,table,nomask,pic,table,yes,yes,484.563481266,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,43,lion:nonvisual:yes:1,is-it-an-animal,lion,mask,prompt,,yes,yes,373.169662154,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,44,zebra:nonvisual:yes:1,is-it-an-animal,zebra,mask,pic,zebra,yes,yes,665.982107137,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,45,strawberry:nonvisual:yes:1,is-it-a-fruit,strawberry,nomask,pic,strawberry,yes,yes,644.850919445,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,46,bottle:visual:no:1,does-it-have-feet,bottle,nomask,prompt,,no,no,433.063073157,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,47,pineapple:visual:yes:3,does-it-have-skin,pineapple,nomask,prompt,,yes,yes,1421.47848214,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,48,elephant:visual:yes:2,does-it-have-ears,elephant,nomask,prompt,,yes,yes,454.149448648,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,49,giraffe:visual:no:1,is-it-green,giraffe,nomask,prompt,,no,no,462.221084133,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,50,camel:visual:yes:5,is-it-beige,camel,nomask,prompt,,yes,yes,375.977465868,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,51,chicken:visual:yes:2,does-it-have-wings,chicken,nomask,pic,chicken,yes,yes,801.204487623,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,52,strawberry:nonvisual:yes:3,is-it-used-for-making-jam,strawberry,nomask,prompt,,yes,yes,829.370228705,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,53,penguin:visual:yes:1,is-it-black,penguin,nomask,prompt,,yes,yes,825.625850237,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,54,elephant:nonvisual:yes:1,is-it-an-animal,elephant,mask,pic,elephant,yes,yes,644.577245024,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,55,dog:visual:yes:6,does-it-have-a-top,dog,nomask,prompt,,yes,no,1249.68807516,0
MDT113,113,2015_Nov_12_1416,LL-George,1,test,56,table:nonvisual:no:1,is-it-an-animal,table,nomask,prompt,,no,no,387.594705768,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,57,raccoon:nonvisual:yes:1,does-it-eat-garbage,raccoon,mask,prompt,,yes,yes,471.439911649,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,58,apple:visual:yes:1,is-it-red,apple,mask,prompt,,yes,yes,653.077477065,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,59,camel:nonvisual:no:2,is-it-graceful,camel,nomask,pic,donkey,no,no,1005.28943872,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,60,zebra:visual:yes:5,does-it-have-jaws,zebra,nomask,prompt,,yes,yes,611.455916005,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,61,toad:visual:yes:1,is-it-green,toad,nomask,prompt,,yes,yes,742.55845591,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,62,bike:nonvisual:no:4,is-it-found-at-tables,bike,mask,pic,lion,no,no,559.20266312,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,63,rabbit:nonvisual:yes:5,does-it-eat-carrots,rabbit,mask,prompt,,yes,yes,326.153673799,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,64,pineapple:nonvisual:yes:1,is-it-juicy,pineapple,nomask,prompt,,yes,yes,522.94960228,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,65,dog:nonvisual:yes:5,does-it-chase-cats,dog,nomask,prompt,,yes,yes,819.18473824,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,66,chair:nonvisual:yes:2,is-it-furniture,chair,nomask,prompt,,yes,yes,534.022374079,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,67,table:nonvisual:yes:1,is-it-used-for-eating-on,table,mask,pic,table,yes,yes,779.045820469,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,68,train:nonvisual:yes:3,does-it-require-a-conductor,train,mask,prompt,,yes,yes,417.270937702,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,69,lion:nonvisual:yes:2,is-it-a-carnivore,lion,mask,prompt,,yes,yes,573.131571786,1
MDT113,113,2015_Nov_12_1416,LL-George,1,test,70,bottle:visual:yes:1,is-it-made-of-glass,bottle,mask,prompt,,yes,yes,546.021157759,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,72,rabbit:visual:yes:2,does-it-have-feet,rabbit,nomask,prompt,,yes,yes,413.882496039,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,73,penguin:visual:yes:3,does-it-have-feet,penguin,nomask,prompt,,yes,yes,331.071171357,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,74,carrot:nonvisual:yes:1,is-it-a-vegetable,carrot,mask,pic,carrot,yes,yes,655.920170291,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,75,swan:nonvisual:yes:4,does-it-lay-eggs,swan,nomask,pic,swan,yes,yes,568.11516732,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,76,jacket:nonvisual:yes:1,is-it-clothing,jacket,nomask,prompt,,yes,yes,389.618296176,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,77,penguin:visual:yes:4,does-it-have-wings,penguin,mask,prompt,,yes,yes,550.402829569,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,78,camel:nonvisual:yes:3,is-it-used-by-riding,camel,mask,prompt,,yes,yes,592.325592559,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,79,bike:nonvisual:yes:2,is-it-used-for-racing,bike,nomask,pic,bike,yes,yes,697.306147267,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,80,tiger:nonvisual:no:2,does-it-taste-sweet,tiger,nomask,prompt,,no,no,416.568346598,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,81,banana:visual:yes:3,does-it-have-a-peel,banana,nomask,prompt,,yes,yes,779.110798132,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,82,strawberry:nonvisual:yes:2,does-it-taste-sweet,strawberry,mask,prompt,,yes,yes,462.563897381,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,83,giraffe:visual:no:2,does-it-have-warts,giraffe,nomask,prompt,,no,no,487.872221245,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,84,chicken:visual:yes:1,does-it-have-feathers,chicken,nomask,prompt,,yes,yes,326.509610619,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,85,giraffe:visual:yes:2,is-it-tall,giraffe,nomask,pic,giraffe,yes,yes,549.904774103,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,86,bike:nonvisual:yes:1,is-it-used-for-riding,bike,nomask,prompt,,yes,yes,502.585983384,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,87,toad:visual:yes:3,is-it-small,toad,nomask,prompt,,yes,yes,473.109165687,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,88,bike:nonvisual:yes:4,is-it-fast,bike,nomask,prompt,,yes,yes,830.440919934,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,89,toad:nonvisual:yes:2,does-it-hop,toad,mask,prompt,,yes,yes,368.190707872,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,90,grasshopper:nonvisual:yes:2,does-it-live-in-grass,grasshopper,mask,pic,grasshopper,yes,yes,687.398492388,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,91,zebra:visual:yes:1,does-it-have-stripes,zebra,mask,pic,zebra,yes,yes,576.612198507,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,92,lion:visual:no:2,does-it-have-long-legs,lion,nomask,prompt,,no,no,827.434342136,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,93,elephant:nonvisual:yes:3,does-it-live-in-zoos,elephant,nomask,prompt,,yes,yes,1489.77962005,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,94,giraffe:nonvisual:yes:4,is-it-a-mammal,giraffe,mask,prompt,,yes,timeout,1500.0,0
MDT113,113,2015_Nov_12_1416,LL-George,2,test,95,jacket:nonvisual:yes:2,is-it-worn-in-cold-temperatures,jacket,mask,prompt,,yes,yes,383.54784502,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,96,camel:visual:no:1,does-it-have-stripes,camel,mask,prompt,,no,no,748.141094387,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,97,carrot:visual:no:2,does-it-have-four-legs,carrot,nomask,pic,train,no,no,484.322455712,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,98,tiger:visual:yes:2,does-it-have-teeth,tiger,mask,pic,tiger,yes,yes,453.572651764,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,99,donkey:nonvisual:no:4,does-it-chase-cats,donkey,mask,prompt,,no,no,409.095914089,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,100,grasshopper:nonvisual:yes:3,is-it-found-in-summer,grasshopper,nomask,prompt,,yes,yes,425.671302597,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,101,zebra:visual:no:1,is-it-red,zebra,mask,pic,pig,no,no,528.813277211,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,102,strawberry:nonvisual:no:3,is-it-furniture,strawberry,mask,pic,pineapple,no,no,319.716402868,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,103,donkey:visual:yes:1,does-it-have-legs,donkey,mask,prompt,,yes,yes,486.874509865,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,104,pineapple:visual:yes:4,is-it-yellow-inside,pineapple,nomask,prompt,,yes,yes,288.101083497,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,105,table:visual:yes:4,is-it-flat,table,nomask,prompt,,yes,yes,384.583966836,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,106,bottle:nonvisual:no:1,is-it-an-animal,bottle,mask,prompt,,no,no,189.198021864,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,107,deer:visual:yes:3,does-it-have-eyes,deer,nomask,prompt,,yes,yes,224.003969081,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,108,dog:nonvisual:yes:4,is-it-used-for-protection,dog,mask,pic,dog,yes,yes,396.26682458,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,109,train:nonvisual:yes:4,is-it-loud,train,nomask,pic,train,yes,yes,424.391274428,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,110,strawberry:visual:yes:4,is-it-small,strawberry,nomask,pic,strawberry,yes,yes,381.93684681,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,111,table:nonvisual:no:3,is-it-healthy,table,nomask,pic,elephant,no,no,401.511131029,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,112,pineapple:nonvisual:yes:3,does-it-grow-on-trees,pineapple,nomask,prompt,,yes,yes,350.806779446,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,113,camel:visual:yes:2,is-it-brown,camel,mask,prompt,,yes,yes,780.940095705,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,114,banana:nonvisual:no:2,is-it-worn-in-cold-temperatures,banana,mask,prompt,,no,no,359.224749132,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,115,chicken:nonvisual:yes:4,is-it-eaten-by-frying,chicken,nomask,pic,chicken,yes,yes,866.819774979,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,116,pig:nonvisual:yes:2,does-it-live-on-farms,pig,mask,prompt,,yes,yes,961.394299258,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,117,train:nonvisual:no:1,is-it-a-fruit,train,nomask,pic,bike,no,no,216.827617114,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,118,chicken:nonvisual:yes:1,does-it-lay-eggs,chicken,mask,prompt,,yes,yes,266.760238796,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,119,raccoon:visual:no:2,does-it-have-seeds,raccoon,nomask,prompt,,no,no,350.52798361,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,120,alligator:visual:yes:2,is-it-long,alligator,mask,prompt,,yes,yes,472.504201141,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,121,camel:visual:yes:3,does-it-have-legs,camel,mask,prompt,,yes,yes,386.122945434,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,122,donkey:nonvisual:yes:1,is-it-an-animal,donkey,mask,prompt,,yes,yes,326.154954149,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,123,apple:visual:yes:3,does-it-have-seeds,apple,nomask,prompt,,yes,yes,288.501832503,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,124,lion:visual:yes:4,does-it-have-teeth,lion,nomask,prompt,,yes,yes,258.349631098,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,125,mouse:nonvisual:yes:3,does-it-eat,mouse,nomask,prompt,,yes,yes,224.20818462,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,126,raccoon:visual:yes:4,does-it-have-stripes,raccoon,nomask,prompt,,yes,no,252.033993253,0
MDT113,113,2015_Nov_12_1416,LL-George,2,test,127,apple:visual:yes:5,does-it-have-a-core,apple,mask,prompt,,yes,yes,349.960149164,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,128,bottle:nonvisual:no:3,is-it-a-carnivore,bottle,mask,pic,rabbit,no,no,532.066962216,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,129,elephant:visual:yes:1,is-it-grey,elephant,mask,prompt,,yes,yes,333.793511832,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,130,mouse:visual:yes:5,does-it-have-a-white-tail,mouse,mask,prompt,,yes,no,424.468415411,0
MDT113,113,2015_Nov_12_1416,LL-George,2,test,131,alligator:visual:no:4,is-it-small,alligator,mask,prompt,,no,no,589.971672292,1
MDT113,113,2015_Nov_12_1416,LL-George,2,test,132,chair:nonvisual:yes:3,is-it-comfortable,chair,mask,prompt,,yes,yes,411.637725454,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,134,deer:visual:yes:2,does-it-have-four-legs,deer,mask,prompt,,yes,yes,289.040539021,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,135,rabbit:visual:yes:4,does-it-have-a-tail,rabbit,nomask,pic,rabbit,yes,yes,1138.91426468,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,136,grasshopper:visual:no:4,is-it-long,grasshopper,mask,prompt,,no,no,252.788438447,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,137,mouse:nonvisual:yes:4,is-it-used-in-experiments,mouse,mask,prompt,,yes,yes,290.745962891,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,138,rabbit:nonvisual:yes:4,is-it-hunted-by-people,rabbit,nomask,prompt,,yes,yes,384.86468319,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,139,apple:nonvisual:yes:1,is-it-a-fruit,apple,nomask,pic,apple,yes,yes,501.009554588,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,140,bike:nonvisual:yes:3,does-it-have-different-speeds,bike,mask,prompt,,yes,yes,418.039786819,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,141,giraffe:nonvisual:yes:3,does-it-live-in-zoos,giraffe,mask,prompt,,yes,no,319.993918354,0
MDT113,113,2015_Nov_12_1416,LL-George,3,test,142,swan:nonvisual:yes:1,is-it-graceful,swan,nomask,prompt,,yes,yes,604.53659395,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,143,bike:visual:yes:1,does-it-have-handle-bars,bike,mask,prompt,,yes,yes,309.092713214,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,144,deer:visual:yes:5,does-it-have-a-white-tail,deer,mask,prompt,,yes,yes,344.741449677,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,145,banana:visual:no:2,does-it-have-a-tail,banana,mask,prompt,,no,no,320.208056582,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,146,bottle:visual:no:5,does-it-have-teeth,bottle,mask,pic,jacket,no,no,952.204599642,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,147,banana:nonvisual:yes:4,is-it-healthy,banana,nomask,prompt,,yes,yes,524.583326667,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,148,lion:nonvisual:yes:3,is-it-a-mammal,lion,nomask,pic,lion,yes,yes,348.860970189,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,149,tiger:nonvisual:no:1,is-it-used-for-sitting-on,tiger,mask,prompt,,no,no,293.701006682,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,150,dog:visual:yes:4,does-it-have-hair,dog,mask,pic,dog,yes,yes,356.552342244,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,151,grasshopper:visual:no:3,does-it-have-an-engine,grasshopper,nomask,prompt,,no,no,227.378006821,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,152,carrot:nonvisual:yes:4,is-it-a-root,carrot,mask,prompt,,yes,yes,612.439223463,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,153,raccoon:nonvisual:yes:2,is-it-furry,raccoon,mask,prompt,,yes,yes,338.803834646,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,154,penguin:nonvisual:no:5,does-it-eat-grain,penguin,mask,prompt,,no,no,233.385080748,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,155,lion:visual:yes:1,does-it-have-a-mane,lion,mask,prompt,,yes,yes,238.465182527,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,156,zebra:visual:yes:3,does-it-have-hooves,zebra,mask,prompt,,yes,yes,462.448345948,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,157,bottle:nonvisual:yes:3,is-it-a-container,bottle,mask,pic,bottle,yes,yes,472.661683976,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,158,chicken:nonvisual:yes:2,does-it-live-on-a-farm,chicken,nomask,pic,chicken,yes,yes,394.43688684,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,159,pig:nonvisual:yes:4,is-it-smelly,pig,mask,prompt,,yes,yes,454.058864008,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,160,table:nonvisual:yes:2,is-it-found-in-kitchens,table,mask,prompt,,yes,yes,221.978458154,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,161,jacket:nonvisual:yes:4,is-it-worn-for-the-rain,jacket,nomask,prompt,,yes,yes,399.861722384,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,162,camel:visual:no:3,does-it-have-whiskers,camel,mask,prompt,,no,no,406.423827284,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,163,chair:nonvisual:yes:5,is-it-found-at-tables,chair,nomask,prompt,,yes,yes,228.352351827,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,164,pig:nonvisual:yes:3,is-it-eaten-as-bacon,pig,nomask,prompt,,yes,yes,257.32791319,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,165,table:nonvisual:yes:4,is-it-furniture,table,mask,prompt,,yes,yes,218.757742099,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,166,tiger:visual:yes:3,is-it-orange,tiger,mask,pic,tiger,yes,yes,304.279243952,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,167,jacket:nonvisual:yes:3,is-it-worn-in-winter,jacket,nomask,prompt,,yes,yes,237.497559341,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,168,elephant:visual:yes:3,does-it-have-four-legs,elephant,mask,prompt,,yes,yes,170.708832797,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,169,pineapple:nonvisual:yes:5,is-it-prickly,pineapple,mask,prompt,,yes,yes,478.575932648,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,170,train:visual:yes:4,is-it-made-of-metal,train,mask,pic,train,yes,yes,522.096890345,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,171,apple:nonvisual:yes:5,is-it-used-for-cider,apple,nomask,prompt,,yes,yes,233.06979498,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,172,strawberry:visual:yes:2,does-it-have-seeds,strawberry,nomask,pic,strawberry,yes,yes,406.10726118,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,173,bottle:visual:yes:2,is-it-made-of-plastic,bottle,nomask,prompt,,yes,yes,247.726261543,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,174,apple:nonvisual:yes:4,is-it-nutritious,apple,mask,prompt,,yes,yes,230.709152893,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,175,elephant:visual:no:4,does-it-have-fur,elephant,nomask,prompt,,no,no,276.142630799,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,176,carrot:visual:yes:2,does-it-have-a-top,carrot,mask,pic,carrot,yes,yes,687.658082999,1
MDT113,113,2015_Nov_12_1416,LL-George,3,test,177,zebra:visual:yes:2,does-it-have-four-legs,zebra,mask,pic,zebra,yes,yes,258.965158529,1
