subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,13,dog:visual:yes:2,visual,does-it-have-legs,dog,mask,prompt,,yes,yes,398.928672024,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,14,strawberry:visual:yes:3,visual,does-it-have-green-leaves,strawberry,nomask,pic,strawberry,yes,yes,614.093068216,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,15,jacket:nonvisual:yes:1,nonvisual,is-it-clothing,jacket,mask,prompt,,yes,yes,522.312557616,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,16,swan:visual:yes:2,visual,does-it-have-a-beak,swan,mask,prompt,,yes,yes,606.319458668,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,17,rabbit:visual:no:2,visual,is-it-made-of-metal,rabbit,mask,pic,bike,no,no,1029.71006606,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,18,deer:visual:yes:5,visual,does-it-have-a-white-tail,deer,mask,prompt,,yes,yes,838.571327971,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,19,zebra:visual:yes:5,visual,does-it-have-jaws,zebra,nomask,pic,zebra,yes,yes,724.969911913,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,20,swan:nonvisual:no:1,nonvisual,is-it-used-by-riding,swan,nomask,prompt,,no,no,552.993764722,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,21,strawberry:visual:no:4,visual,does-it-have-ears,strawberry,nomask,prompt,,no,no,501.194881188,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,22,lion:visual:no:3,visual,does-it-have-wings,lion,mask,pic,tiger,no,timeout,1500.0,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,23,penguin:nonvisual:yes:1,nonvisual,is-it-a-bird,penguin,nomask,prompt,,yes,yes,428.138443611,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,24,toad:nonvisual:yes:3,nonvisual,is-it-an-amphibian,toad,nomask,prompt,,yes,yes,498.604744949,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,25,raccoon:nonvisual:yes:3,nonvisual,is-it-nocturnal,raccoon,mask,pic,raccoon,yes,yes,589.602965279,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,26,lion:nonvisual:yes:2,nonvisual,is-it-a-carnivore,lion,mask,prompt,,yes,yes,403.587204237,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,27,elephant:visual:yes:1,visual,is-it-grey,elephant,mask,pic,elephant,yes,yes,450.807256988,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,28,grasshopper:nonvisual:yes:2,nonvisual,does-it-live-in-grass,grasshopper,mask,prompt,,yes,yes,350.577435216,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,29,chicken:nonvisual:yes:4,nonvisual,is-it-eaten-by-frying,chicken,nomask,prompt,,yes,yes,362.532648775,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,30,donkey:visual:yes:3,visual,does-it-have-a-tail,donkey,nomask,prompt,,yes,yes,322.367932495,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,31,elephant:nonvisual:yes:3,nonvisual,does-it-live-in-zoos,elephant,nomask,prompt,,yes,yes,381.348906587,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,32,donkey:nonvisual:no:3,nonvisual,is-it-furniture,donkey,mask,prompt,,no,no,1026.83697378,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,33,pineapple:visual:no:2,visual,does-it-have-a-seat,pineapple,nomask,prompt,,no,no,256.015697014,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,34,pig:nonvisual:yes:1,nonvisual,is-it-an-animal,pig,mask,prompt,,yes,yes,170.26272662,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,35,toad:visual:yes:1,visual,is-it-green,toad,mask,pic,toad,yes,yes,391.010063504,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,36,apple:visual:yes:1,visual,is-it-red,apple,mask,prompt,,yes,yes,400.398187034,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,37,rabbit:nonvisual:yes:4,nonvisual,is-it-hunted-by-people,rabbit,mask,prompt,,yes,yes,290.155753864,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,38,alligator:nonvisual:yes:3,nonvisual,does-it-live-in-swamps,alligator,nomask,prompt,,yes,yes,191.449221551,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,39,zebra:visual:yes:2,visual,does-it-have-four-legs,zebra,mask,prompt,,yes,yes,303.253994673,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,40,pineapple:nonvisual:yes:5,nonvisual,is-it-prickly,pineapple,mask,pic,pineapple,yes,yes,414.678825669,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,41,camel:visual:yes:1,visual,does-it-have-a-hump,camel,nomask,prompt,,yes,yes,376.907392703,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,42,carrot:nonvisual:yes:1,nonvisual,is-it-a-vegetable,carrot,mask,prompt,,yes,yes,420.489667624,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,43,swan:visual:yes:1,visual,does-it-have-a-long-neck,swan,mask,pic,swan,yes,yes,581.537757345,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,44,pig:nonvisual:yes:2,nonvisual,does-it-live-on-farms,pig,mask,prompt,,yes,yes,289.43684062,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,45,banana:visual:yes:4,visual,does-it-have-a-skin,banana,nomask,prompt,,yes,yes,681.825194617,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,46,mouse:nonvisual:yes:3,nonvisual,does-it-eat,mouse,nomask,prompt,,yes,yes,383.973932199,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,47,pineapple:visual:no:3,visual,does-it-have-whiskers,pineapple,mask,prompt,,no,no,176.174715765,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,48,bike:nonvisual:no:1,nonvisual,does-it-live-in-africa,bike,mask,prompt,,no,no,279.323722214,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,49,bottle:nonvisual:yes:5,nonvisual,is-it-used-for-holding-beer,bottle,nomask,pic,bottle,yes,yes,867.930259657,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,50,pig:nonvisual:yes:5,nonvisual,does-it-like-mud,pig,mask,prompt,,yes,yes,418.351172797,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,51,apple:visual:yes:3,visual,does-it-have-seeds,apple,mask,prompt,,yes,yes,353.252074157,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,52,bike:visual:yes:2,visual,does-it-have-a-seat,bike,mask,prompt,,yes,yes,432.871235789,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,53,camel:visual:yes:2,visual,is-it-brown,camel,mask,prompt,,yes,yes,523.054196972,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,54,chair:nonvisual:yes:3,nonvisual,is-it-comfortable,chair,mask,prompt,,yes,yes,548.666841649,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,55,dog:visual:yes:1,visual,does-it-have-four-legs,dog,nomask,pic,dog,yes,yes,462.558575746,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,56,raccoon:visual:yes:5,visual,does-it-have-a-mask,raccoon,mask,prompt,,yes,yes,1302.86220936,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,57,camel:nonvisual:no:2,nonvisual,is-it-graceful,camel,nomask,pic,swan,no,no,877.473304827,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,58,tiger:nonvisual:yes:1,nonvisual,is-it-a-carnivore,tiger,mask,prompt,,yes,yes,439.873758063,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,59,dog:visual:yes:3,visual,does-it-have-a-tail,dog,mask,prompt,,yes,yes,452.233560376,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,60,train:nonvisual:yes:2,nonvisual,is-it-used-for-transportation,train,mask,pic,train,yes,yes,515.551060125,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,61,jacket:visual:yes:4,visual,does-it-have-sleeves,jacket,nomask,prompt,,yes,yes,557.227542762,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,62,pineapple:nonvisual:yes:2,nonvisual,is-it-tropical,pineapple,nomask,prompt,,yes,yes,483.542456212,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,63,strawberry:nonvisual:yes:2,nonvisual,does-it-taste-sweet,strawberry,nomask,prompt,,yes,yes,388.025581276,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,64,giraffe:nonvisual:yes:4,nonvisual,is-it-a-mammal,giraffe,nomask,pic,giraffe,yes,yes,1034.8861774,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,65,mouse:nonvisual:yes:5,nonvisual,does-it-eat-cheese,mouse,nomask,prompt,,yes,yes,530.781073954,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,66,bike:nonvisual:no:3,nonvisual,is-it-a-mammal,bike,nomask,prompt,,no,no,292.430285263,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,67,grasshopper:nonvisual:yes:3,nonvisual,is-it-found-in-summer,grasshopper,mask,prompt,,yes,yes,1018.10886766,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,68,tiger:visual:yes:3,visual,is-it-orange,tiger,nomask,pic,tiger,yes,yes,583.75979463,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,1,test,69,table:nonvisual:yes:1,nonvisual,is-it-used-for-eating-on,table,nomask,prompt,,yes,yes,372.38553723,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,71,bottle:visual:yes:2,visual,is-it-made-of-plastic,bottle,nomask,prompt,,yes,yes,356.343145031,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,72,rabbit:nonvisual:no:5,nonvisual,is-it-a-fruit,rabbit,mask,prompt,,no,no,259.958836934,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,73,alligator:nonvisual:yes:2,nonvisual,is-it-a-reptile,alligator,mask,prompt,,yes,yes,891.394806924,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,74,bike:nonvisual:yes:2,nonvisual,is-it-used-for-racing,bike,nomask,prompt,,yes,yes,368.568511221,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,75,tiger:visual:yes:2,visual,does-it-have-teeth,tiger,nomask,prompt,,yes,yes,379.971896444,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,76,rabbit:nonvisual:yes:1,nonvisual,does-it-hop,rabbit,nomask,pic,rabbit,yes,yes,568.85018693,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,77,lion:nonvisual:no:4,nonvisual,does-it-lay-eggs,lion,mask,prompt,,no,no,288.091518996,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,78,bike:visual:yes:4,visual,is-it-made-of-metal,bike,mask,prompt,,yes,yes,315.243777528,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,79,grasshopper:nonvisual:no:3,nonvisual,does-it-taste-good,grasshopper,nomask,prompt,,no,no,353.843913246,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,80,pig:nonvisual:yes:4,nonvisual,is-it-smelly,pig,nomask,prompt,,yes,yes,319.396893879,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,81,penguin:nonvisual:yes:3,nonvisual,does-it-live-in-the-arctic,penguin,nomask,prompt,,yes,yes,515.781842165,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,82,table:visual:yes:4,visual,is-it-flat,table,nomask,prompt,,yes,yes,499.913576765,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,83,train:nonvisual:yes:3,nonvisual,does-it-require-a-conductor,train,nomask,prompt,,yes,yes,526.635639661,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,84,dog:visual:yes:6,visual,does-it-have-a-top,dog,mask,prompt,,yes,no,1176.90355168,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,85,raccoon:visual:yes:3,visual,does-it-have-eyes,raccoon,mask,prompt,,yes,yes,318.2135358,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,86,deer:visual:yes:1,visual,does-it-have-antlers,deer,nomask,prompt,,yes,yes,483.738989038,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,87,zebra:visual:yes:1,visual,does-it-have-stripes,zebra,nomask,prompt,,yes,yes,517.679952369,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,88,chair:nonvisual:yes:6,nonvisual,is-it-used-in-circuses,chair,mask,prompt,,yes,timeout,1500.0,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,89,pineapple:visual:yes:2,visual,does-it-have-an-inside,pineapple,mask,pic,pineapple,yes,yes,917.096755613,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,90,dog:visual:yes:5,visual,does-it-have-a-nose,dog,nomask,pic,dog,yes,yes,294.90967172,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,91,strawberry:visual:no:1,visual,does-it-have-four-legs,strawberry,mask,prompt,,no,no,226.735506505,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,92,mouse:visual:yes:2,visual,is-it-grey,mouse,nomask,prompt,,yes,yes,320.834080201,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,93,grasshopper:visual:yes:2,visual,does-it-have-legs,grasshopper,nomask,prompt,,yes,yes,305.012227291,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,94,elephant:nonvisual:yes:4,nonvisual,is-it-used-in-circuses,elephant,mask,prompt,,yes,yes,344.918634124,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,95,penguin:nonvisual:yes:5,nonvisual,does-it-waddle,penguin,nomask,pic,penguin,yes,yes,567.096115432,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,96,pig:visual:yes:5,visual,is-it-muddy,pig,nomask,pic,pig,yes,yes,808.647764519,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,97,swan:nonvisual:yes:3,nonvisual,does-it-live-on-water,swan,nomask,prompt,,yes,yes,479.105743623,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,98,elephant:visual:no:3,visual,is-it-beige,elephant,nomask,pic,bike,no,no,192.671310047,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,99,raccoon:nonvisual:yes:2,nonvisual,is-it-furry,raccoon,nomask,prompt,,yes,yes,552.867010651,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,100,camel:visual:yes:3,visual,does-it-have-legs,camel,mask,prompt,,yes,yes,471.855794836,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,101,donkey:visual:yes:4,visual,does-it-have-hooves,donkey,nomask,prompt,,yes,yes,501.983253096,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,102,banana:nonvisual:yes:2,nonvisual,does-it-taste-good,banana,mask,prompt,,yes,yes,388.445534161,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,103,deer:nonvisual:no:2,nonvisual,is-it-smelly,deer,nomask,prompt,,no,yes,432.615487043,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,104,grasshopper:visual:no:2,visual,does-it-have-teeth,grasshopper,nomask,prompt,,no,no,428.312570417,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,105,mouse:nonvisual:yes:1,nonvisual,is-it-a-rodent,mouse,mask,prompt,,yes,yes,376.401656766,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,106,chicken:visual:yes:1,visual,does-it-have-feathers,chicken,nomask,pic,chicken,yes,yes,128.772534052,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,107,chair:visual:yes:2,visual,is-it-made-of-wood,chair,nomask,prompt,,yes,yes,597.0193588,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,108,tiger:visual:yes:5,visual,does-it-have-large-teeth,tiger,mask,prompt,,yes,yes,546.116716177,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,109,swan:visual:yes:3,visual,does-it-have-feathers,swan,nomask,prompt,,yes,yes,307.89364181,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,110,zebra:visual:yes:3,visual,does-it-have-hooves,zebra,nomask,prompt,,yes,yes,217.472856704,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,111,bottle:visual:no:3,visual,does-it-have-armrests,bottle,nomask,prompt,,no,no,31.2653641304,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,112,pineapple:nonvisual:yes:1,nonvisual,is-it-juicy,pineapple,nomask,prompt,,yes,yes,297.952409608,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,113,chair:nonvisual:yes:4,nonvisual,is-it-used-for-relaxing,chair,nomask,prompt,,yes,yes,386.614642011,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,114,carrot:nonvisual:no:1,nonvisual,is-it-used-for-holding-things,carrot,nomask,prompt,,no,no,219.340558739,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,115,alligator:visual:no:2,visual,is-it-grey,alligator,mask,prompt,,no,no,345.458619275,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,116,elephant:nonvisual:yes:2,nonvisual,does-it-live-in-africa,elephant,nomask,pic,elephant,yes,yes,378.576321309,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,117,donkey:visual:yes:2,visual,does-it-have-four-legs,donkey,nomask,prompt,,yes,yes,419.154588752,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,118,train:nonvisual:no:4,nonvisual,does-it-produce-offspring,train,mask,prompt,,no,no,335.689913452,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,119,pig:visual:no:3,visual,does-it-have-whiskers,pig,nomask,prompt,,no,no,585.921015569,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,120,jacket:nonvisual:yes:4,nonvisual,is-it-worn-for-the-rain,jacket,mask,prompt,,yes,yes,381.349226671,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,121,apple:visual:yes:4,visual,is-it-round,apple,nomask,prompt,,yes,yes,481.495505992,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,122,bike:nonvisual:yes:4,nonvisual,is-it-fast,bike,mask,prompt,,yes,yes,430.951039642,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,123,toad:visual:no:3,visual,does-it-have-a-tail,toad,mask,pic,jacket,no,no,251.953485102,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,124,lion:visual:yes:1,visual,does-it-have-a-mane,lion,mask,prompt,,yes,yes,329.673896347,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,125,dog:nonvisual:yes:2,nonvisual,is-it-an-animal,dog,mask,prompt,,yes,yes,505.28878162,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,126,giraffe:nonvisual:no:2,nonvisual,is-it-hunted-by-people,giraffe,mask,prompt,,no,timeout,1500.0,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,127,mouse:visual:yes:5,visual,does-it-have-a-white-tail,mouse,nomask,pic,mouse,yes,no,548.105090653,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,128,strawberry:nonvisual:yes:4,nonvisual,does-it-taste-good,strawberry,nomask,prompt,,yes,yes,489.156765332,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,129,raccoon:visual:no:1,visual,does-it-have-a-mane,raccoon,nomask,prompt,,no,no,365.636203009,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,130,apple:nonvisual:yes:2,nonvisual,does-it-grow-on-trees,apple,mask,prompt,,yes,yes,317.590648367,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,131,carrot:visual:yes:3,visual,is-it-long,carrot,nomask,pic,carrot,yes,no,1232.42823671,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,2,test,132,pineapple:nonvisual:yes:4,nonvisual,does-it-grow-in-hawaii,pineapple,mask,prompt,,yes,yes,344.620313939,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,134,swan:visual:yes:4,visual,does-it-have-wings,swan,mask,pic,swan,yes,yes,617.925458362,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,135,toad:nonvisual:yes:2,nonvisual,does-it-hop,toad,nomask,prompt,,yes,yes,580.804440237,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,136,lion:nonvisual:no:1,nonvisual,is-it-found-in-kitchens,lion,nomask,prompt,,no,no,344.039677868,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,137,alligator:nonvisual:yes:6,nonvisual,is-it-found-in-summer,alligator,nomask,prompt,,yes,yes,435.746568677,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,138,elephant:visual:yes:5,visual,does-it-have-large-ears,elephant,nomask,prompt,,yes,yes,470.414447402,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,139,dog:nonvisual:yes:3,nonvisual,is-it-a-pet,dog,nomask,pic,dog,yes,yes,260.526669568,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,140,grasshopper:nonvisual:no:2,nonvisual,is-it-hunted-by-people,grasshopper,nomask,pic,penguin,no,no,292.187660045,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,141,donkey:visual:yes:1,visual,does-it-have-legs,donkey,nomask,prompt,,yes,yes,365.668531704,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,142,carrot:visual:no:2,visual,does-it-have-four-legs,carrot,nomask,prompt,,no,no,358.865423026,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,143,rabbit:nonvisual:yes:2,nonvisual,is-it-a-pet,rabbit,mask,prompt,,yes,yes,401.574823314,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,144,swan:nonvisual:no:3,nonvisual,is-it-found-in-dining-rooms,swan,mask,prompt,,no,no,342.885447608,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,145,bike:visual:yes:3,visual,does-it-have-gears,bike,nomask,prompt,,yes,yes,411.266708492,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,146,grasshopper:visual:yes:4,visual,does-it-have-antennae,grasshopper,nomask,prompt,,yes,yes,365.722946328,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,147,pig:nonvisual:yes:3,nonvisual,is-it-eaten-as-bacon,pig,mask,prompt,,yes,yes,390.29019,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,148,bottle:visual:no:6,visual,does-it-have-a-cork,bottle,mask,prompt,,no,yes,405.871338218,0
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,149,apple:nonvisual:yes:3,nonvisual,is-it-eaten-in-pies,apple,mask,pic,apple,yes,yes,672.442832634,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,150,strawberry:nonvisual:yes:1,nonvisual,is-it-a-fruit,strawberry,mask,pic,strawberry,yes,yes,667.35442487,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,151,lion:visual:no:2,visual,does-it-have-long-legs,lion,nomask,pic,chicken,no,no,851.265940284,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,152,grasshopper:visual:yes:1,visual,is-it-green,grasshopper,nomask,prompt,,yes,yes,533.578305847,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,153,dog:nonvisual:yes:5,nonvisual,does-it-chase-cats,dog,mask,pic,dog,yes,yes,726.519768512,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,154,deer:visual:yes:2,visual,does-it-have-four-legs,deer,mask,prompt,,yes,yes,449.215469118,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,155,jacket:nonvisual:no:3,nonvisual,is-it-an-animal,jacket,nomask,prompt,,no,no,419.560457849,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,156,mouse:visual:yes:1,visual,does-it-have-a-tail,mouse,mask,prompt,,yes,yes,488.508911192,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,157,alligator:nonvisual:yes:4,nonvisual,does-it-live-in-water,alligator,mask,prompt,,yes,yes,544.402975516,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,158,pineapple:visual:yes:5,visual,does-it-have-a-core,pineapple,mask,pic,pineapple,yes,yes,542.778858959,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,159,table:nonvisual:no:2,nonvisual,is-it-a-mammal,table,mask,prompt,,no,no,375.788691999,1
MDT128,128,2015_Nov_13_1218,LL-Jerry,3,test,160,dog:nonvisual:yes:1,nonvisual,does-it-bark,dog,mask,prompt,,yes,yes,896.553313527,1
